Id_caso;año;ubigeo_hecho;fecha_denuncia;desc_delito_generico;desc_delito_subgenerico;desc_delito_especifico;cantidad_partes_involucras;cantidad_x_tipo_parte;codigo_etapa_caso;descripcion_etapa_caso;descripcion_estado_caso;canal_denuncia;CC.EST;NY.GDP.MKTP.KD;NY.GDP.NGAS.RT.ZS;NY.GDP.PETR.RT.ZS;NY.GDP.MINR.RT.ZS;GC.TAX.TOTL.GD.ZS;PV.EST;RQ.EST;GE.EST;RL.EST;delincuencia;Departamento;NSE
1580;2019;0501;7/13/2019;2;2;12;1;7;2;3;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;5;3
1581;2020;2401;3/1/2020;1;1;10;5;2;3;1;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;24;5
1582;2019;2401;3/17/2019;2;2;4;1;9;1;2;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;24;2
1583;2019;1301;6/13/2019;2;2;2;1;10;2;3;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;13;1
1584;2020;2301;1/27/2020;1;1;10;3;7;1;2;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;2
1585;2022;1601;9/18/2022;2;2;6;4;10;3;1;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;16;2
1586;2021;0218;11/8/2021;2;2;6;4;10;2;3;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;2;2
1587;2019;2006;11/19/2019;2;2;1;4;8;3;1;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;20;1
1588;2020;0901;7/17/2020;2;2;2;2;1;3;1;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;4
1589;2021;0301;11/1/2021;2;2;7;4;10;1;2;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;3;5
1590;2020;2501;11/11/2020;2;2;12;4;8;2;3;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;4
1591;2019;1301;11/18/2019;1;1;9;3;4;2;3;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;13;1
1592;2022;1701;12/31/2022;2;2;11;4;1;2;3;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;17;4
1593;2020;0301;11/25/2020;2;2;4;1;4;2;3;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;3;1
1594;2023;2006;7/17/2023;2;2;13;3;9;1;2;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;20;2
1595;2019;1201;8/28/2019;1;1;9;1;4;3;1;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;12;5
1596;2023;1701;10/23/2023;2;2;12;3;1;2;3;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;17;5
1597;2019;2006;11/20/2019;2;2;3;1;7;1;2;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;20;3
1598;2020;2201;5/21/2020;2;2;2;2;3;2;3;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;22;1
1599;2020;0401;3/30/2020;2;2;13;4;8;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;4;2
1600;2022;1501;10/1/2022;2;2;15;1;3;2;3;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;15;1
1601;2022;2101;3/12/2022;2;2;4;3;3;1;2;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;21;1
1602;2023;0701;12/8/2023;2;2;11;3;10;3;1;1;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;4
1603;2022;0218;3/8/2022;2;2;14;2;1;3;1;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;2;3
1604;2020;1301;6/8/2020;2;2;12;3;7;1;2;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;13;2
1605;2019;1901;1/3/2019;2;2;6;4;2;1;2;1;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;19;1
1606;2022;0501;7/8/2022;2;2;5;4;2;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;5;4
1607;2020;2101;6/23/2020;2;2;15;3;6;3;1;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;4
1608;2020;1901;5/31/2020;2;2;14;5;4;3;1;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;19;2
1609;2019;1201;3/8/2019;2;2;6;2;2;1;2;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;12;5
1610;2019;2501;9/24/2019;2;2;7;1;2;2;3;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;25;4
1611;2022;0218;10/26/2022;2;2;15;5;7;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;2;1
1612;2023;0218;8/6/2023;1;1;10;3;3;2;3;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;2;5
1613;2022;2201;8/24/2022;1;1;10;3;2;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;3
1614;2020;1101;8/8/2020;2;2;5;5;7;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;3
1615;2023;1201;6/12/2023;2;2;2;3;9;2;3;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;12;5
1616;2021;2201;2/25/2021;2;2;8;3;1;3;1;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;22;4
1617;2019;0218;4/24/2019;2;2;15;5;3;3;1;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;2;1
1618;2022;1501;10/5/2022;2;2;7;5;6;1;2;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;15;1
1619;2019;2301;6/10/2019;2;2;6;5;1;1;2;1;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;23;4
1620;2021;0218;12/18/2021;2;2;15;1;6;2;3;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;2;4
1621;2021;2101;4/17/2021;2;2;4;5;9;1;2;1;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;21;1
1622;2023;0401;9/14/2023;1;1;9;5;6;3;1;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;2
1623;2021;2501;1/25/2021;2;2;6;3;1;3;1;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;25;3
1624;2019;1101;11/9/2019;2;2;12;2;1;3;1;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;11;1
1625;2023;0701;10/6/2023;1;1;9;4;8;3;1;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;3
1626;2019;1101;3/25/2019;2;2;1;2;5;1;2;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;11;3
1627;2022;2401;1/24/2022;2;2;13;3;6;1;2;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;24;3
1628;2022;2401;4/10/2022;1;1;10;2;5;3;1;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;24;4
1629;2022;1801;9/15/2022;2;2;14;3;10;1;2;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;5
1630;2021;0901;9/13/2021;2;2;14;5;8;3;1;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;9;5
1631;2019;1801;6/18/2019;2;2;11;1;7;3;1;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;2
1632;2019;1301;9/2/2019;2;2;12;2;2;3;1;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;13;5
1633;2020;2101;7/24/2020;2;2;12;4;2;2;3;1;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;1
1634;2022;0501;3/9/2022;2;2;7;5;5;1;2;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;5;2
1635;2020;0501;2/7/2020;1;1;10;1;8;1;2;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;5;1
1636;2022;1401;8/24/2022;2;2;7;3;1;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;14;2
1637;2022;0501;12/20/2022;1;1;9;4;1;2;3;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;5;4
1638;2020;2501;6/28/2020;2;2;7;4;3;2;3;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;1
1639;2021;1901;12/15/2021;2;2;14;2;2;3;1;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;19;2
1640;2021;0301;1/8/2021;2;2;7;3;6;3;1;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;3;2
1641;2023;1001;11/3/2023;2;2;13;4;7;3;1;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;10;3
1642;2023;0101;6/16/2023;2;2;3;2;5;1;2;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;1;2
1643;2019;0701;9/11/2019;2;2;5;2;2;3;1;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;7;4
1644;2020;1801;7/19/2020;2;2;1;3;1;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;18;3
1645;2021;0701;10/21/2021;2;2;6;5;10;2;3;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;7;2
1646;2020;1201;1/20/2020;1;1;10;1;5;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;2
1647;2021;2101;6/18/2021;2;2;13;3;8;2;3;2;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;21;1
1648;2023;2401;4/30/2023;2;2;7;5;4;1;2;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;24;5
1649;2023;2301;6/28/2023;1;1;10;1;7;3;1;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;23;2
1650;2023;0901;9/2/2023;2;2;1;3;9;3;1;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;9;2
1651;2023;2401;11/22/2023;1;1;10;5;8;3;1;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;24;2
1652;2021;1201;7/26/2021;2;2;3;2;1;2;3;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;12;5
1653;2021;0901;7/12/2021;2;2;12;5;1;3;1;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;9;2
1654;2023;0218;11/29/2023;2;2;8;4;4;2;3;1;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;2;3
1655;2021;1801;6/10/2021;2;2;15;3;8;2;3;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;18;4
1656;2022;2401;6/8/2022;2;2;15;4;3;2;3;3;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;24;3
1657;2019;0701;12/25/2019;2;2;3;1;7;1;2;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;7;1
1658;2020;0301;8/21/2020;2;2;11;4;10;3;1;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;3;5
1659;2023;2401;3/17/2023;2;2;7;1;7;3;1;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;24;4
1660;2020;1501;12/13/2020;1;1;9;1;9;1;2;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;15;5
1661;2019;2301;11/17/2019;1;1;10;1;5;2;3;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;23;1
1662;2023;0901;9/5/2023;2;2;5;1;1;1;2;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;9;2
1663;2020;2401;7/14/2020;2;2;3;2;4;2;3;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;24;5
1664;2020;1001;5/22/2020;2;2;7;5;2;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;10;1
1665;2021;0401;5/1/2021;1;1;10;2;10;2;3;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;4;3
1666;2021;1601;11/21/2021;2;2;15;1;8;1;2;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;1
1667;2021;0501;7/6/2021;2;2;3;3;9;2;3;2;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;5;4
1668;2023;0401;7/20/2023;2;2;11;2;6;3;1;1;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;1
1669;2021;1601;8/28/2021;2;2;6;2;5;3;1;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;3
1670;2021;1301;2/5/2021;2;2;3;2;10;3;1;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;3
1671;2019;1201;6/4/2019;2;2;11;1;4;1;2;2;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;12;5
1672;2023;1401;10/15/2023;2;2;8;1;4;1;2;3;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;14;1
1673;2022;2301;11/3/2022;1;1;9;3;8;1;2;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;23;3
1674;2022;0501;4/4/2022;2;2;15;5;6;3;1;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;5;3
1675;2019;1901;10/31/2019;2;2;14;4;5;1;2;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;19;5
1676;2020;2501;5/9/2020;2;2;6;3;3;3;1;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;1
1677;2023;2101;5/24/2023;2;2;2;1;4;1;2;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;21;2
1678;2022;1601;5/3/2022;2;2;8;3;2;2;3;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;16;3
1679;2021;2301;11/26/2021;2;2;6;3;3;3;1;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;23;2
1680;2021;1601;4/8/2021;2;2;13;4;8;1;2;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;2
1681;2020;0101;8/19/2020;1;1;10;3;3;3;1;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;1;1
1682;2023;0901;1/13/2023;2;2;14;2;10;3;1;3;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;9;4
1683;2019;0301;5/6/2019;2;2;15;1;3;3;1;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;3;1
1684;2019;1201;6/5/2019;2;2;2;2;6;3;1;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;12;3
1685;2020;2501;1/22/2020;2;2;14;4;4;2;3;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;3
1686;2020;0301;11/12/2020;1;1;10;4;8;3;1;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;3;1
1687;2020;1001;5/2/2020;2;2;15;5;2;2;3;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;10;3
1688;2023;1501;8/6/2023;2;2;8;2;8;3;1;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;15;2
1689;2022;0601;1/17/2022;2;2;3;2;2;1;2;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;6;1
1690;2019;0501;6/30/2019;2;2;2;4;3;1;2;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;5;3
1691;2019;0801;12/2/2019;2;2;14;4;10;1;2;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;8;3
1692;2019;2201;4/8/2019;2;2;7;1;10;1;2;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;22;5
1693;2021;0701;8/1/2021;1;1;9;2;2;3;1;2;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;7;1
1694;2022;1401;2/6/2022;2;2;1;1;5;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;14;3
1695;2020;2006;9/7/2020;2;2;6;4;4;3;1;1;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;20;3
1696;2021;0601;7/6/2021;2;2;14;1;2;1;2;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;6;2
1697;2021;1201;10/16/2021;2;2;8;5;5;2;3;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;12;1
1698;2020;2501;12/2/2020;2;2;7;3;9;3;1;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;5
1699;2023;1101;3/10/2023;2;2;8;2;10;2;3;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;11;1
1700;2020;1001;4/21/2020;1;1;10;3;7;3;1;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;10;4
1701;2020;1201;3/1/2020;2;2;1;3;2;3;1;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;3
1702;2021;1901;7/29/2021;2;2;1;2;5;1;2;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;19;4
1703;2020;0901;1/13/2020;2;2;13;2;4;3;1;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;4
1704;2020;1001;10/17/2020;2;2;8;2;10;2;3;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;10;5
1705;2020;2401;4/15/2020;1;1;9;1;10;3;1;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;24;5
1706;2020;1001;2/5/2020;2;2;7;3;10;2;3;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;10;3
1707;2021;2501;9/2/2021;2;2;1;5;2;2;3;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;25;3
1708;2020;2201;3/19/2020;2;2;5;4;10;1;2;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;22;5
1709;2020;2301;12/2/2020;2;2;8;2;2;1;2;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;1
1710;2020;0501;1/19/2020;2;2;11;2;7;2;3;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;5;5
1711;2023;0218;1/25/2023;2;2;4;2;6;2;3;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;2;5
1712;2022;2201;7/29/2022;2;2;5;5;5;3;1;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;4
1713;2020;0301;7/21/2020;2;2;13;4;3;1;2;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;3;2
1714;2023;2301;2/5/2023;2;2;13;2;7;3;1;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;23;3
1715;2019;1201;2/21/2019;2;2;2;4;2;1;2;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;12;1
1716;2021;0218;8/25/2021;2;2;1;1;9;2;3;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;2;3
1717;2019;0601;5/6/2019;2;2;14;2;2;2;3;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;6;2
1718;2020;2201;12/31/2020;2;2;4;1;3;2;3;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;22;2
1719;2019;0218;2/4/2019;2;2;4;3;4;1;2;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;2;5
1720;2022;1203;4/2/2022;2;2;3;5;8;2;3;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;12;3
1721;2019;1401;5/25/2019;1;1;9;4;4;1;2;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;14;2
1722;2020;0301;11/27/2020;2;2;6;3;9;3;1;1;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;3;1
1723;2022;1301;8/7/2022;2;2;4;2;8;1;2;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;13;2
1724;2021;2201;9/19/2021;1;1;9;1;10;2;3;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;22;1
1725;2019;1203;5/23/2019;1;1;10;5;1;3;1;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;12;5
1726;2020;1601;3/15/2020;2;2;6;1;2;2;3;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;16;3
1727;2021;1401;10/26/2021;1;1;9;5;8;3;1;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;14;2
1728;2019;1901;1/11/2019;2;2;13;2;3;3;1;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;19;3
1729;2020;1901;7/17/2020;2;2;7;5;4;2;3;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;19;3
1730;2021;1101;12/5/2021;2;2;8;3;1;1;2;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;11;1
1731;2020;1901;2/12/2020;2;2;3;2;9;2;3;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;19;2
1732;2020;0101;8/29/2020;2;2;13;1;2;3;1;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;1;1
1733;2019;1001;2/10/2019;1;1;10;1;2;1;2;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;10;1
1734;2021;1401;12/27/2021;2;2;15;5;2;3;1;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;14;2
1735;2019;2501;3/22/2019;2;2;3;5;4;3;1;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;25;4
1736;2019;2006;11/5/2019;2;2;3;1;9;3;1;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;20;3
1737;2023;0901;3/19/2023;2;2;7;4;6;1;2;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;9;1
1738;2022;0501;8/31/2022;2;2;3;3;10;1;2;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;5;4
1739;2023;0701;8/9/2023;2;2;2;2;4;3;1;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;4
1740;2021;2501;12/20/2021;2;2;4;2;10;1;2;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;25;4
1741;2021;1801;12/7/2021;2;2;2;3;2;2;3;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;18;1
1742;2022;1101;3/31/2022;1;1;10;1;7;2;3;3;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;11;5
1743;2021;1401;6/26/2021;2;2;13;5;1;3;1;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;14;5
1744;2021;2501;7/22/2021;2;2;15;5;7;1;2;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;25;5
1745;2022;2301;6/8/2022;2;2;7;2;2;3;1;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;23;4
1746;2023;0401;2/18/2023;2;2;4;3;10;2;3;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;1
