Id_caso;año;ubigeo_hecho;fecha_denuncia;desc_delito_generico;desc_delito_subgenerico;desc_delito_especifico;cantidad_partes_involucras;cantidad_x_tipo_parte;codigo_etapa_caso;descripcion_etapa_caso;descripcion_estado_caso;canal_denuncia;CC.EST;NY.GDP.MKTP.KD;NY.GDP.NGAS.RT.ZS;NY.GDP.PETR.RT.ZS;NY.GDP.MINR.RT.ZS;GC.TAX.TOTL.GD.ZS;PV.EST;RQ.EST;GE.EST;RL.EST;delincuencia;Departamento;NSE
1364;2021;1002;12/14/2021;2;2;1;1;6;3;1;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;15;1
1365;2023;1005;11/4/2023;2;2;1;5;8;3;1;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;9;4
1366;2024;1002;6/29/2024;2;2;3;3;5;2;3;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;8;2
1367;2022;1005;1/21/2022;2;2;2;4;6;2;3;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;21;3
1368;2023;1001;3/22/2023;2;2;5;5;10;2;3;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;23;3
1369;2024;1001;2/16/2024;2;2;1;3;2;1;2;1;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;15;2
1370;2022;1005;4/17/2022;2;2;1;3;2;1;2;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;20;4
1371;2023;1003;1/26/2023;2;2;11;5;4;1;2;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;20;4
1372;2020;1001;5/7/2020;2;2;11;3;6;2;3;1;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;20;1
1373;2020;1002;5/20/2020;2;2;3;2;2;2;3;1;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;2;2
1374;2020;1001;12/1/2020;2;2;14;3;5;1;2;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;15;5
1375;2023;1005;7/8/2023;2;2;13;2;8;3;1;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;12;4
1376;2023;1001;5/5/2023;2;2;3;3;10;1;2;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;2
1377;2023;1004;11/15/2023;2;2;12;4;7;3;1;3;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;18;2
1378;2021;1002;2/24/2021;1;1;9;5;10;3;1;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;3;4
1379;2020;1002;7/5/2020;2;2;4;4;5;3;1;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;15;4
1380;2023;1005;12/12/2023;2;2;1;2;2;3;1;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;24;3
1381;2023;1003;9/5/2023;1;1;9;3;3;3;1;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;1;1
1382;2023;1003;2/6/2023;2;2;13;4;10;1;2;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;16;5
1383;2020;1001;3/14/2020;2;2;3;3;8;3;1;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;2
1384;2024;1004;7/3/2024;2;2;14;5;6;1;2;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;5
1385;2024;1004;2/3/2024;2;2;11;2;6;2;3;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;4;2
1386;2023;1004;1/1/2023;1;1;9;2;4;2;3;1;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;5
1387;2021;1002;12/4/2021;2;2;5;5;7;3;1;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;9;2
1388;2021;1005;10/23/2021;2;2;5;2;7;3;1;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;8;4
1389;2024;1004;1/31/2024;2;2;15;1;9;2;3;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;14;2
1390;2023;1003;11/8/2023;2;2;13;5;1;2;3;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;10;2
1391;2022;1003;8/9/2022;2;2;7;3;3;3;1;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;1
1392;2020;1002;1/29/2020;2;2;6;1;7;3;1;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;4
1393;2023;1002;10/31/2023;1;1;10;2;4;1;2;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;4
1394;2020;1003;10/9/2020;2;2;12;5;9;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;2
1395;2021;1003;1/10/2021;2;2;2;5;7;2;3;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;10;3
1396;2023;1005;2/21/2023;2;2;5;2;10;3;1;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;3
1397;2024;1004;3/20/2024;2;2;13;4;3;3;1;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;5
1398;2020;1003;11/18/2020;2;2;13;5;2;2;3;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;7;5
1399;2020;1004;3/27/2020;2;2;2;3;1;1;2;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;1
1400;2021;1004;5/18/2021;2;2;3;5;5;1;2;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;2;4
1401;2022;1004;12/30/2022;2;2;3;2;3;1;2;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;14;3
1402;2024;1003;3/24/2024;2;2;8;5;8;2;3;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;11;1
1403;2022;1005;3/18/2022;2;2;1;3;8;2;3;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;5;3
1404;2020;1001;6/14/2020;2;2;14;5;2;1;2;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;13;3
1405;2021;1005;10/4/2021;2;2;13;1;5;1;2;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;17;2
1406;2022;1005;7/12/2022;2;2;5;4;3;1;2;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;14;3
1407;2020;1004;6/30/2020;2;2;1;3;5;1;2;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;3;4
1408;2021;1001;8/14/2021;2;2;15;2;4;1;2;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;4
1409;2024;1004;6/26/2024;2;2;8;1;5;1;2;3;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;14;2
1410;2020;1002;12/24/2020;2;2;15;5;1;1;2;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;1
1411;2021;1002;6/27/2021;2;2;13;2;9;3;1;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;8;2
1412;2023;1003;2/13/2023;1;1;9;5;9;1;2;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;16;4
1413;2023;1003;9/21/2023;2;2;15;2;9;1;2;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;11;3
1414;2020;1003;12/17/2020;2;2;6;2;3;1;2;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;3
1415;2020;1003;12/21/2020;1;1;9;4;9;3;1;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;13;1
1416;2023;1003;3/26/2023;2;2;14;4;1;1;2;3;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;5;3
1417;2022;1003;12/10/2022;2;2;5;4;10;3;1;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;16;3
1418;2023;1004;2/5/2023;2;2;13;3;8;3;1;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;10;3
1419;2022;1004;11/21/2022;2;2;5;2;8;2;3;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;4;4
1420;2023;1005;5/14/2023;2;2;6;1;4;1;2;3;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;25;5
1421;2020;1005;11/17/2020;2;2;3;1;4;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;2
1422;2022;1004;3/11/2022;2;2;2;2;5;2;3;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;3
1423;2023;1004;3/5/2023;2;2;7;4;3;1;2;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;19;4
1424;2021;1002;10/14/2021;2;2;12;1;10;1;2;2;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;7;1
1425;2023;1005;3/8/2023;2;2;1;2;6;2;3;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;22;5
1426;2023;1002;3/26/2023;2;2;12;4;3;1;2;1;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;5;4
1427;2022;1001;2/5/2022;2;2;1;4;10;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;21;4
1428;2022;1005;12/8/2022;2;2;13;1;4;2;3;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;23;5
1429;2022;1005;11/2/2022;2;2;14;2;7;3;1;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;19;3
1430;2021;1002;8/13/2021;2;2;4;1;3;1;2;2;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;4
1431;2024;1003;2/29/2024;2;2;4;3;5;2;3;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;20;2
1432;2021;1004;11/17/2021;2;2;8;4;4;2;3;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;18;5
1433;2023;1003;1/27/2023;2;2;1;4;10;3;1;3;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;2;2
1434;2020;1005;1/7/2020;1;1;9;5;9;2;3;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;5;2
1435;2020;1005;9/14/2020;2;2;12;4;1;3;1;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;7;1
1436;2022;1005;10/22/2022;2;2;14;3;8;3;1;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;14;4
1437;2021;1004;11/1/2021;2;2;12;3;7;3;1;2;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;8;5
1438;2024;1002;12/23/2024;2;2;5;4;8;1;2;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;19;4
1439;2021;1001;12/1/2021;2;2;2;2;10;2;3;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;2;3
1440;2020;1002;8/12/2020;2;2;4;1;5;3;1;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;5
1441;2021;1004;1/9/2021;2;2;7;2;6;3;1;1;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;25;2
1442;2024;1005;9/3/2024;2;2;4;1;2;2;3;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;23;1
1443;2022;1002;1/6/2022;2;2;7;2;4;3;1;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;3
1444;2021;1003;1/13/2021;2;2;2;3;8;1;2;2;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;10;3
1445;2020;1005;9/10/2020;2;2;11;3;9;3;1;1;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;1
1446;2024;1005;4/16/2024;1;1;9;4;6;3;1;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;16;1
1447;2022;1003;3/14/2022;2;2;2;2;3;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;6;3
1448;2024;1005;11/4/2024;1;1;10;1;2;1;2;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;6;4
1449;2023;1002;11/22/2023;2;2;11;5;10;1;2;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;10;1
1450;2024;1004;4/1/2024;1;1;10;5;4;1;2;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;16;5
1451;2022;1001;7/24/2022;2;2;4;1;8;1;2;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;10;1
1452;2022;1001;6/15/2022;2;2;13;5;6;1;2;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;4
1453;2023;1005;2/11/2023;2;2;4;4;8;2;3;1;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;23;5
1454;2023;1003;2/16/2023;2;2;13;2;1;2;3;3;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;23;5
1455;2020;1002;5/9/2020;2;2;12;4;4;3;1;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;1
1456;2020;1001;1/27/2020;2;2;1;3;6;1;2;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;8;4
1457;2020;1002;11/19/2020;2;2;2;3;10;1;2;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;2
1458;2021;1005;10/20/2021;2;2;5;3;3;3;1;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;22;4
1459;2020;1001;8/3/2020;2;2;6;1;4;1;2;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;3
1460;2020;1004;4/25/2020;2;2;13;2;1;3;1;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;2;2
1461;2022;1002;1/22/2022;2;2;6;1;7;3;1;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;23;1
1462;2021;1004;9/13/2021;2;2;2;5;8;3;1;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;25;4
1463;2020;1002;4/24/2020;2;2;15;5;4;3;1;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;2
1464;2023;1001;2/24/2023;2;2;2;5;1;1;2;3;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;22;1
1465;2020;1003;8/5/2020;2;2;2;1;1;2;3;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;1
1466;2020;1004;12/31/2020;1;1;10;4;9;2;3;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;3
1467;2022;1005;5/26/2022;2;2;6;5;5;3;1;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;12;1
1468;2022;1002;12/20/2022;2;2;14;5;10;3;1;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;10;1
1469;2021;1002;6/4/2021;2;2;5;1;1;2;3;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;25;2
1470;2020;1001;9/29/2020;1;1;9;2;8;1;2;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;22;3
1471;2022;1005;2/2/2022;2;2;11;5;6;3;1;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;6;3
1472;2020;1005;9/20/2020;2;2;13;3;3;2;3;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;10;3
1473;2020;1005;1/3/2020;2;2;6;4;3;1;2;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;5
1474;2021;1001;10/16/2021;1;1;9;2;7;1;2;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;7;4
1475;2020;1001;12/21/2020;2;2;3;2;9;2;3;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;24;5
1476;2022;1003;5/17/2022;2;2;15;4;1;1;2;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;21;5
1477;2020;1005;3/1/2020;2;2;4;5;7;1;2;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;6;2
1478;2022;1002;5/15/2022;2;2;11;5;9;1;2;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;21;5
1479;2023;1005;5/26/2023;2;2;5;1;3;1;2;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;1;5
1480;2022;1002;2/9/2022;2;2;12;2;9;2;3;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;4
1481;2022;1005;1/3/2022;2;2;3;2;3;1;2;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;21;5
1482;2022;1003;4/23/2022;2;2;14;3;5;2;3;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;3
1483;2023;1002;1/1/2023;2;2;12;1;10;2;3;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;6;1
1484;2021;1003;2/12/2021;2;2;6;3;3;1;2;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;4
1485;2023;1003;7/20/2023;2;2;11;1;1;1;2;3;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;17;5
1486;2021;1001;3/30/2021;2;2;4;1;10;1;2;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;8;4
1487;2024;1003;4/14/2024;2;2;7;5;7;1;2;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;10;1
1488;2023;1003;8/7/2023;1;1;9;3;4;2;3;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;10;5
1489;2020;1003;2/15/2020;2;2;13;1;5;1;2;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;2
1490;2023;1005;3/26/2023;2;2;15;5;5;2;3;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;20;3
1491;2020;1003;9/11/2020;2;2;5;4;1;3;1;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;2
1492;2024;1003;4/2/2024;2;2;1;4;9;3;1;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;20;2
1493;2021;1003;11/14/2021;2;2;4;3;10;2;3;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;4;5
1494;2023;1002;11/7/2023;2;2;14;2;9;1;2;3;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;5
1495;2020;1001;7/29/2020;2;2;7;5;3;3;1;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;16;5
1496;2021;1001;3/7/2021;2;2;4;5;6;2;3;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;3
1497;2023;1003;11/19/2023;2;2;8;1;2;2;3;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;17;2
1498;2020;1002;4/2/2020;2;2;13;5;6;2;3;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;14;5
1499;2024;1001;1/10/2024;2;2;13;4;1;2;3;3;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;19;3
1500;2021;1003;2/6/2021;2;2;15;2;8;1;2;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;21;5
1501;2023;1002;12/8/2023;2;2;15;5;6;2;3;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;12;5
1502;2021;1002;4/28/2021;2;2;14;4;10;2;3;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;3;5
1503;2020;1001;10/30/2020;2;2;7;2;7;1;2;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;20;2
1504;2022;1005;5/16/2022;2;2;2;2;5;1;2;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;4
1505;2022;1001;10/26/2022;2;2;2;5;2;1;2;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;13;4
1506;2023;1005;9/25/2023;2;2;12;2;9;3;1;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;20;1
1507;2023;1005;8/9/2023;2;2;13;4;2;1;2;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;12;2
1508;2024;1004;7/18/2024;2;2;14;2;5;3;1;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;14;5
1509;2020;1004;9/17/2020;2;2;3;2;1;3;1;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;5
1510;2021;1004;8/23/2021;2;2;2;3;2;2;3;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;3
1511;2022;1003;10/24/2022;2;2;8;4;8;2;3;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;20;2
1512;2024;1004;1/10/2024;2;2;7;3;8;1;2;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;17;4
1513;2021;1004;9/26/2021;2;2;13;3;6;1;2;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;15;3
1514;2023;1004;8/8/2023;2;2;14;3;6;3;1;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;8;1
1515;2024;1003;3/14/2024;2;2;4;4;5;1;2;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;1;5
1516;2024;1001;11/25/2024;2;2;11;2;2;2;3;3;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;2;5
1517;2024;1003;4/21/2024;2;2;8;4;7;2;3;1;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;1;5
1518;2023;1001;5/10/2023;2;2;1;5;4;3;1;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;9;3
1519;2020;1001;1/1/2020;2;2;7;4;7;1;2;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;25;5
1520;2020;1004;1/3/2020;2;2;1;3;1;1;2;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;24;5
1521;2023;1001;3/12/2023;2;2;1;5;10;1;2;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;24;4
1522;2023;1003;4/28/2023;2;2;6;2;1;2;3;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;18;4
1523;2021;1003;10/16/2021;2;2;5;4;9;3;1;1;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;6;1
1524;2023;1004;5/1/2023;2;2;3;3;8;1;2;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;24;5
1525;2022;1002;12/13/2022;2;2;3;2;9;1;2;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;14;3
1526;2022;1001;4/27/2022;1;1;9;2;1;1;2;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;10;5
1527;2020;1004;6/16/2020;2;2;6;4;5;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;17;2
1528;2024;1005;6/15/2024;2;2;5;5;10;3;1;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;19;5
1529;2022;1004;11/11/2022;2;2;14;3;9;2;3;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;3
1530;2022;1001;11/3/2022;2;2;2;3;10;2;3;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;20;3
